version 1.00,Csv由Tbup理货员导出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,cid,seller_cids,stuff_status,location_state,location_city,item_type,price,auction_increment,num,valid_thru,freight_payer,post_fee,ems_fee,express_fee,has_invoice,has_warranty,approve_status,has_showcase,list_time,description,cateProps,postage_id,has_discount,modified,upload_fail_msg,picture_status,auction_point,picture,video,skuProps,inputPids,inputValues,outer_id,propAlias,auto_fill,num_id,local_cid,navigation_type,user_name,syncStatus,is_lighting_consigment,is_xinpin,foodparame,features,buyareatype,global_stock_type,global_stock_country,sub_stock_type,item_size,item_weight,sell_promise,custom_design_flag,wireless_desc,barcode,sku_barcode,newprepay,subtitle,cpv_memo,input_custom_cpv,qualification,add_qualification,o2o_bind_service,departure_place,car_cascade,legal_customs,exSkuProps,deliveryTimeType,tbDeliveryTime,nutrientTable,exFoodParam,item_volumn,image_video_type,shopping_title,ysbCheckTask,subStock,multiDiscountPromotion,shopping_title2,useSizeMapping,sizeMapping,shippingArea
宝贝名称,宝贝类目,店铺类目,新旧程度,省,城市,出售方式,宝贝价格,加价幅度,宝贝数量,有效期,运费承担,平邮,EMS,快递,发票,保修,放入仓库,橱柜推荐,开始时间,宝贝描述,宝贝属性,邮费模板ID,会员打折,修改时间,上传状态,图片状态,返点比例,新图片,视频,销售属性组合,用户输入ID串,用户输入名-值对,商家编码,销售属性别名,代充类型,数字ID,本地ID,宝贝分类,用户名称,宝贝状态,闪电发货,新品,食品专项,尺码库,采购地,库存类型,国家地区,库存计数,物流体积,物流重量,退换货承诺,定制工具,无线详情,商品条形码,sku 条形码,7天退货,宝贝卖点,属性值备注,自定义属性值,商品资质,增加商品资质,关联线下服务,发货地,汽车品牌,报关方式,扩展Sku,发货时效,预售时间,成份表,扩展食品安全,物流体积,主图视频比例,导购标题,商品预检,拍下减库存,多件优惠,导购标题2,使用商品尺寸表,商品尺寸表,新发货地
SMTU2032-LF、SMD 、Battery Product Accessories、Battery,50018871,3;,,,,,4.05,,7000000,,,,,0,0,,1,,0,,,1627207:-1001;1627207:-1002;1627207:-1003;1627207:-1004;1627207:-1005;1627207:-1006;1627207:-1007;,128122,,,,,,:1:0:|https://assets.lcsc.com/images/lcsc/900x900/20240429_RENATA-SMTU2032-LF_C18212226_front.jpg,,6.85233:1000000::1627207:-1001;5.49534:1000000::1627207:-1002;4.73110:1000000::1627207:-1003;4.01710:1000000::1627207:-1004;3.59312:1000000::1627207:-1005;5.93869:1000000::1627207:-1006;5.93869:1000000::1627207:-1007;,,,,RENATA,1627207:-1001:买1-9个选这个;1627207:-1002:买10-49个选这个;1627207:-1003:买50-99个选这个;1627207:-1004:买100-499个选这个;1627207:-1005:买500个起选这个;1627207:-1006:选数量相符的选项;1627207:-1007:买多少个填多少件;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBH2032-1、 、Battery Product Accessories、Battery,50018871,3;,,,,,3.93,,5000000,,,,,0,0,,1,,0,,,1627207:-1001;1627207:-1002;1627207:-1003;1627207:-1004;1627207:-1005;,128122,,,,,,:1:0:|https://assets.lcsc.com/images/lcsc/900x900/20240429_RENATA-VBH2032-1_C19091283_front.jpg,,5.66154:1000000::1627207:-1001;4.43423:1000000::1627207:-1002;3.70864:1000000::1627207:-1003;5.15829:1000000::1627207:-1004;5.03248:1000000::1627207:-1005;,,,,RENATA,1627207:-1001:买1-9个选这个;1627207:-1002:买10-39个选这个;1627207:-1003:买40个起选这个;1627207:-1004:选数量相符的选项;1627207:-1005:买多少个填多少件;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTU1225-LF、 、Battery Product Accessories、Battery,50018871,3;,,,,,4.01,,7000000,,,,,0,0,,1,,0,,,1627207:-1001;1627207:-1002;1627207:-1003;1627207:-1004;1627207:-1005;1627207:-1006;1627207:-1007;,128122,,,,,,:1:0:|https://assets.lcsc.com/images/lcsc/900x900/20240429_RENATA-SMTU1225-LF_C19081148_front.jpg,,6.40422:1000000::1627207:-1001;5.31634:1000000::1627207:-1002;4.48137:1000000::1627207:-1003;3.81267:1000000::1627207:-1004;3.55696:1000000::1627207:-1005;5.55032:1000000::1627207:-1006;5.55032:1000000::1627207:-1007;,,,,RENATA,1627207:-1001:买1-9个选这个;1627207:-1002:买10-49个选这个;1627207:-1003:买50-99个选这个;1627207:-1004:买100-499个选这个;1627207:-1005:买500个起选这个;1627207:-1006:选数量相符的选项;1627207:-1007:买多少个填多少件;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU2450N-LF、 、Battery Product Accessories、Battery,50018871,3;,,,,,4.16,,7000000,,,,,0,0,,1,,0,,,1627207:-1001;1627207:-1002;1627207:-1003;1627207:-1004;1627207:-1005;1627207:-1006;1627207:-1007;,128122,,,,,,:1:0:|https://assets.lcsc.com/images/lcsc/900x900/20240429_RENATA-HU2450N-LF_C6060329_front.jpg,,6.91929:1000000::1627207:-1001;5.66210:1000000::1627207:-1002;4.88912:1000000::1627207:-1003;4.07450:1000000::1627207:-1004;3.69752:1000000::1627207:-1005;5.99672:1000000::1627207:-1006;5.99672:1000000::1627207:-1007;,,,,RENATA,1627207:-1001:买1-9个选这个;1627207:-1002:买10-49个选这个;1627207:-1003:买50-99个选这个;1627207:-1004:买100-499个选这个;1627207:-1005:买500个起选这个;1627207:-1006:选数量相符的选项;1627207:-1007:买多少个填多少件;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112TR、SMD 、Battery Product Accessories、Battery,50018871,3;,,,,,1.47,,7000000,,,,,0,0,,1,,0,,,1627207:-1001;1627207:-1002;1627207:-1003;1627207:-1004;1627207:-1005;1627207:-1006;1627207:-1007;,128122,,,,,,:1:0:|https://assets.lcsc.com/images/lcsc/900x900/20250213_Keystone-112TR_C5297623_front.jpg,,2.74842:1000000::1627207:-1001;2.12608:1000000::1627207:-1002;1.81620:1000000::1627207:-1003;1.46755:1000000::1627207:-1004;1.30640:1000000::1627207:-1005;2.38196:1000000::1627207:-1006;2.38196:1000000::1627207:-1007;,,,,Keystone,1627207:-1001:买1-9个选这个;1627207:-1002:买10-29个选这个;1627207:-1003:买30-99个选这个;1627207:-1004:买100-499个选这个;1627207:-1005:买500个起选这个;1627207:-1006:选数量相符的选项;1627207:-1007:买多少个填多少件;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTU1632-LF、 、Battery Product Accessories、Battery,50018871,3;,,,,,4.66,,5000000,,,,,0,0,,1,,0,,,1627207:-1001;1627207:-1002;1627207:-1003;1627207:-1004;1627207:-1005;,128122,,,,,,:1:0:|https://assets.lcsc.com/images/lcsc/900x900/20240427_RENATA-SMTU1632-LF_C19144072_front.jpg,,6.81822:1000000::1627207:-1001;5.29769:1000000::1627207:-1002;4.39459:1000000::1627207:-1003;6.21216:1000000::1627207:-1004;6.06064:1000000::1627207:-1005;,,,,RENATA,1627207:-1001:买1-9个选这个;1627207:-1002:买10-49个选这个;1627207:-1003:买50个起选这个;1627207:-1004:选数量相符的选项;1627207:-1005:买多少个填多少件;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTU2477N-LF、SMD 、Battery Product Accessories、Battery,50018871,3;,,,,,5.21,,7000000,,,,,0,0,,1,,0,,,1627207:-1001;1627207:-1002;1627207:-1003;1627207:-1004;1627207:-1005;1627207:-1006;1627207:-1007;,128122,,,,,,:1:0:|https://assets.lcsc.com/images/lcsc/900x900/20240427_RENATA-SMTU2477N-LF_C3029193_front.jpg,,8.74125:1000000::1627207:-1001;7.12800:1000000::1627207:-1002;6.14202:1000000::1627207:-1003;5.10745:1000000::1627207:-1004;4.62480:1000000::1627207:-1005;7.57575:1000000::1627207:-1006;7.57575:1000000::1627207:-1007;,,,,RENATA,1627207:-1001:买1-9个选这个;1627207:-1002:买10-49个选这个;1627207:-1003:买50-99个选这个;1627207:-1004:买100-499个选这个;1627207:-1005:买500个起选这个;1627207:-1006:选数量相符的选项;1627207:-1007:买多少个填多少件;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103、Through Hole 、Battery Product Accessories、Battery,50018871,3;,,,,,5.40,,6000000,,,,,0,0,,1,,0,,,1627207:-1001;1627207:-1002;1627207:-1003;1627207:-1004;1627207:-1005;1627207:-1006;,128122,,,,,,:1:0:|https://assets.lcsc.com/images/lcsc/900x900/20180914_Keystone-103_C238065_front.jpg,,7.77879:1000000::1627207:-1001;6.66160:1000000::1627207:-1002;5.57005:1000000::1627207:-1003;4.91918:1000000::1627207:-1004;6.91448:1000000::1627207:-1005;6.74162:1000000::1627207:-1006;,,,,Keystone,1627207:-1001:买1-9个选这个;1627207:-1002:买10-29个选这个;1627207:-1003:买30-99个选这个;1627207:-1004:买100个起选这个;1627207:-1005:选数量相符的选项;1627207:-1006:买多少个填多少件;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTM2032、 、Battery Product Accessories、Battery,50018871,3;,,,,,2.72,,7000000,,,,,0,0,,1,,0,,,1627207:-1001;1627207:-1002;1627207:-1003;1627207:-1004;1627207:-1005;1627207:-1006;1627207:-1007;,128122,,,,,,:1:0:|https://assets.lcsc.com/images/lcsc/900x900/20240825_RENATA-SMTM2032_C6229707_front.jpg,,4.65246:1000000::1627207:-1001;3.72662:1000000::1627207:-1002;3.19745:1000000::1627207:-1003;2.69665:1000000::1627207:-1004;2.41096:1000000::1627207:-1005;4.03213:1000000::1627207:-1006;4.03213:1000000::1627207:-1007;,,,,RENATA,1627207:-1001:买1-9个选这个;1627207:-1002:买10-29个选这个;1627207:-1003:买30-99个选这个;1627207:-1004:买100-499个选这个;1627207:-1005:买500个起选这个;1627207:-1006:选数量相符的选项;1627207:-1007:买多少个填多少件;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTU2032-C、 、Battery Product Accessories、Battery,50018871,3;,,,,,4.10,,5000000,,,,,0,0,,1,,0,,,1627207:-1001;1627207:-1002;1627207:-1003;1627207:-1004;1627207:-1005;,128122,,,,,,:1:0:|https://assets.lcsc.com/images/lcsc/900x900/20240429_RENATA-SMTU2032-C_C6229711_front.jpg,,5.47056:1000000::1627207:-1001;4.96602:1000000::1627207:-1002;3.86606:1000000::1627207:-1003;4.98429:1000000::1627207:-1004;4.86272:1000000::1627207:-1005;,,,,RENATA,1627207:-1001:买1-9个选这个;1627207:-1002:买10-199个选这个;1627207:-1003:买200个起选这个;1627207:-1004:选数量相符的选项;1627207:-1005:买多少个填多少件;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
